;id_Comp_Matriz;Servicio;Ministerio;Anio;indicador1;indicador2;indicador3;indicador4;indicador5;indicador6;indicador8;indicador9;indicador10;indicador11;indicador12;indicador13;indicador14;indicador15;indicador16;indicador17;indicador18;indicador19;indicador20;indicador21;indicador22;indicador23;indicador24;indicador25;indicador26;indicador27;indicador28;indicador29;indicador30;indicador31;indicador32;indicador1_III;indicador2_III;indicador3_III;indicador4_III;indicador5_III;indicador6_III;indicador8_III;indicador9_III;indicador10_III;indicador11_III;indicador12_III;indicador13_III;indicador14_III;indicador15_III;indicador16_III;indicador17_III;indicador18_III;indicador19_III;indicador20_III;indicador21_III;indicador22_III;indicador23_III;indicador24_III;indicador25_III;indicador26_III;indicador27_III;indicador28_III;indicador29_III;indicador30_III;indicador31_III;indicador32_III;porComp;porTra;porAnom;porProm;score;Ministerio_y;Monto;Cantidad_licitaciones
658;7315;Servicio De Salud Talcahuano Hospital De;Ministerio de Salud;2021;30.0;6.0;-1.0;25.74480044969084;7.925801011804384;12.043401936539725;94.052781393124;327.815408824895;0.019378206165913202;0.054148462944189;2.529;3.3625;11.880687563195147;28.44762262319568;1.82;0.0;22.8125;32.5;;0.0;5.0;3.75;0.0;0.0;83.33;-16.67;5.0;0.0;0.0;0.0;0.0;1.0;3.0;2.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;;1.0;1.0;1.0;1.0;1.0;3.0;2.0;1.0;1.0;1.0;1.0;1.0;20.0;0.0;9.0;13.0;67.07231040564375;;5320908521.0;2970
235;116399;I Municipalidad De Victoria;Municipios;2021;37.7;4.0;0.0;35.06187389510902;16.73541543901002;6.163707175211696;92.667446456548;133.715775530593;0.030145431549354288;0.009245172013837894;3.483;1.3078703703703705;14.255543822597676;14.371515725659497;1.86;0.0;39.0625;18.06;43.82;54.17;66.67;2.08;0.0;0.0;62.18;5.039999999999999;66.67;0.0;43.82;54.17;0.0;2.0;3.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;2.0;1.0;2.0;2.0;3.0;1.0;1.0;1.0;2.0;2.0;3.0;1.0;2.0;2.0;1.0;13.0;0.0;18.0;13.0;60.201399556238265;;5296921124.0;4250
489;7356;Ilustre Municipalidad  De Sagrada Familia;Municipios;2021;45.7;3.0;-2.0;24.074899687917966;69.68345965225144;27.418533888360237;132.78219549096;229.561116798511;0.020202267843398663;0.0387710812928703;3.198;2.0476190476190474;17.670157068062828;21.176646092369687;2.19;0.0;22.38095238095238;10.48;25.0;7.14;2.86;3.81;0.0;0.0;77.78;-13.89;2.86;0.0;25.0;7.14;0.0;2.0;3.0;2.0;3.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;2.0;1.0;1.0;1.0;1.0;1.0;27.0;0.0;9.0;16.0;57.651476361153776;;5295390859.0;2790
484;87104;I Municipalidad Pedro Aguirre Cerda;Municipios;2021;11.9;6.0;-1.0;33.26580226904376;11.547811993517017;9.182562925678234;61.671551708262;126.10381270037301;0.03306589924386407;0.016721532135981418;5.679;1.5634095634095635;9.435452033162257;15.320034990813136;2.73;0.0;36.018711018711016;6.86;18.52;75.0;49.69;7.28;0.0;0.0;40.0;-33.53;49.69;0.0;18.52;75.0;0.0;1.0;3.0;2.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;3.0;2.0;1.0;1.0;1.0;2.0;1.0;2.0;1.0;1.0;3.0;1.0;20.0;20.0;9.0;16.0;62.1573647380099;;5290336244.0;2714
274;84300;Ilustre Municipalidad De Macul;Municipios;2021;15.8;4.0;-1.0;51.515151515151516;17.727272727272727;35.12384893337372;85.195097316811;883.286858163831;0.020484842240120843;0.08641938849644235;9.61;2.526315789473684;12.10762331838565;52.68599142520438;2.82;0.0;32.63157894736842;9.47;;0.0;46.32;5.26;0.0;0.0;16.67;-21.79;46.32;0.0;0.0;0.0;0.0;1.0;3.0;2.0;2.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;2.0;1.0;1.0;2.0;1.0;;1.0;2.0;1.0;1.0;1.0;1.0;2.0;2.0;1.0;1.0;1.0;1.0;13.0;0.0;0.0;7.0;62.27865961199295;;5287898599.0;776
1222;7431;Servicio De Salud Aconcagua;Ministerio de Salud;2022;32.8;4.0;-1.0;51.17707267144319;47.69703172978505;29.823804194534496;41.191390126827;388.519211433931;0.0030468939532115806;0.04082187226546023;3.137;2.8805970149253732;4.835589941972921;33.32868497260179;1.79;0.0;23.507462686567163;19.4;58.82;0.0;1.49;0.0;0.0;0.0;86.84;14.960000000000008;1.49;0.0;58.82;0.0;0.0;1.0;3.0;2.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;3.0;3.0;1.0;1.0;1.0;1.0;2.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;3.0;2.0;1.0;;2.0;1.0;1.0;20.0;0.0;10.0;13.0;70.43169346908999;;5272006950.0;1621
1081;156657;Cámara De Diputados De Chile;Congreso Nacional;2022;47.6;2.0;0.0;38.70558375634518;73.73096446700508;31.19540835598323;113.572613952691;724.093860234496;0.06219885697753469;0.15596654579472036;3.922;2.2857142857142856;13.131313131313131;41.49319309572806;2.0;0.0;10.714285714285714;14.29;;9.09;0.0;0.0;0.0;0.0;42.86;9.530000000000001;0.0;;0.0;9.09;0.0;2.0;3.0;2.0;2.0;3.0;1.0;1.0;1.0;1.0;1.0;3.0;3.0;1.0;2.0;1.0;1.0;1.0;1.0;;1.0;1.0;1.0;1.0;1.0;2.0;2.0;1.0;;1.0;1.0;1.0;27.0;0.0;0.0;14.0;66.19197775743397;;5251487854.0;786
2145;1717135;Servicio Local De Educacion Publica De Colchagua;Ministerio de Educación;2022;19.4;5.0;1.0;40.645161290322584;18.96774193548387;18.090367398006528;151.066075071022;587.6951768575871;0.0946757258767917;0.11615852172851472;1.818;3.638888888888889;17.958179581795818;38.695244107571426;1.9;0.0;25.0;25.0;55.0;85.71;2.78;5.56;0.0;0.0;96.55;13.789999999999992;2.78;0.0;55.0;85.71;0.0;1.0;3.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;2.0;1.0;2.0;1.0;1.0;2.0;1.0;2.0;3.0;1.0;1.0;1.0;1.0;3.0;2.0;1.0;;2.0;3.0;1.0;13.0;20.0;20.0;17.0;57.71878072763028;;5244699017.0;974
1880;6926;Servicio De Salud De Arica;Ministerio de Salud;2022;27.0;4.0;0.0;37.42911153119093;6.332703213610586;6.815816259152034;299.801923814795;624.973938144938;0.17136352869261184;0.1476449062127475;5.104;2.437956204379562;22.009132420091323;36.293949009743685;2.39;0.0;15.145985401459853;14.6;11.63;5.0;2.19;2.19;0.0;0.0;18.57;-1.4299999999999997;2.19;0.0;11.63;5.0;0.0;1.0;3.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;;1.0;1.0;1.0;20.0;0.0;0.0;10.0;66.6095727471691;;5238047146.0;1818
1245;116215;I Municipalidad De Requinoa;Municipios;2022;39.9;4.0;0.0;51.32024373730535;16.644113667117725;9.005544655859564;41.273630405363996;306.38950169617897;0.008144642059970278;0.07319302876924166;2.141;2.1605504587155964;7.445520581113802;24.0561665886224;1.83;0.0;23.394495412844037;19.27;19.27;10.0;11.93;3.67;0.0;0.0;68.99;-0.3500000000000085;11.93;0.0;19.27;10.0;;2.0;3.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;3.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;2.0;1.0;;1.0;1.0;;20.0;0.0;11.0;14.0;66.97148475909538;;5237945871.0;2426
1137;103916;Universidad De Atacama;Otros;2022;14.4;4.0;0.0;28.674904132935662;6.646783127396677;31.437246128612273;161.824737082883;267.262974075116;0.030537684249750483;0.033490384038738844;4.175;2.23728813559322;19.159663865546218;25.901752498413895;2.26;0.0;26.059322033898304;15.25;12.28;12.5;3.39;2.54;1.69;0.0;98.48;3.4000000000000057;5.08;0.0;12.28;12.5;0.0;1.0;3.0;2.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;3.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;2.0;1.0;;1.0;1.0;1.0;27.0;0.0;10.0;17.0;61.57896406254957;;5222208564.0;2446
411;115186;I Municipalidad De Carahue;Municipios;2021;29.0;4.0;-1.0;39.241549876339654;40.3957131079967;15.569418697650114;97.95497361527;417.82181591312195;0.04105362101337364;0.034930316529065156;1.639;2.225806451612903;13.593004769475357;33.99587617351973;2.2;0.0;37.25806451612903;18.06;39.06;11.76;54.84;5.16;0.0;0.0;89.41;-6.299999999999997;54.84;0.0;39.06;11.76;0.0;1.0;3.0;2.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;2.0;1.0;2.0;1.0;2.0;1.0;1.0;1.0;3.0;2.0;2.0;1.0;2.0;1.0;1.0;13.0;0.0;9.0;10.0;53.78392217101895;;5205250538.0;1421
19;118620;I Municipalidad De Los Alamos Depto Comunal;Municipios;2021;40.4;3.0;0.0;40.59405940594059;25.106082036775106;9.138100847706639;109.401677812834;288.980157097334;0.07843639657215376;0.05456499131961743;5.421;1.7606382978723405;13.748290013679892;25.944348215124347;1.89;0.0;27.26063829787234;9.04;69.81;82.35;14.89;2.13;0.0;0.0;91.13;0.6499999999999915;14.89;0.0;69.81;82.35;0.0;2.0;3.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;2.0;1.0;3.0;3.0;1.0;1.0;1.0;1.0;3.0;2.0;1.0;1.0;3.0;3.0;1.0;13.0;40.0;27.0;23.0;55.425840587130914;;5199750882.0;2483
641;7220;Delegación Presidencial Regional De La Araucanía;Ministerio del interior y Seguridad pública;2021;66.7;1.0;-1.0;28.672150411280846;73.6780258519389;92.89040503006545;70.574324786647;152.858515744224;0.0069490071007672315;0.03245164889708456;12.5;1.3333333333333333;6.933019976498237;16.307498860693318;1.33;0.0;25.0;;60.0;0.0;0.0;0.0;0.0;0.0;100.0;0.0;0.0;;60.0;0.0;;3.0;3.0;2.0;3.0;3.0;3.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;2.0;;2.0;1.0;1.0;1.0;1.0;1.0;3.0;2.0;1.0;;2.0;1.0;;40.0;0.0;11.0;25.0;64.1912320483749;;5192776713.0;850
59;115303;I Municipalidad De Vicuna;Municipios;2021;53.6;3.0;0.0;33.455114822546975;39.07146583202921;12.817719648134892;63.631286637984;255.10847764597398;0.009380679039941702;0.03663088661397207;2.752;1.5519125683060109;10.01006036217304;23.543314894648336;1.7;0.0;23.770491803278688;8.74;27.62;14.29;3.83;3.28;0.0;0.0;85.84;-13.289999999999992;3.83;0.0;27.62;14.29;0.0;2.0;3.0;2.0;3.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;2.0;1.0;1.0;1.0;1.0;1.0;20.0;0.0;9.0;13.0;62.87079706434545;;5188913028.0;2264
735;7236;Delegación Presidencial Regional De Coquimbo;Otros;2021;53.3;2.0;-2.0;31.57894736842105;61.34301270417423;92.57372949222919;123.595346954443;429.136183395179;0.01992650298768065;0.09272611881536982;10.714;1.6;11.594202898550725;36.24139268028674;1.5;0.0;21.666666666666668;13.33;41.67;100.0;0.0;0.0;0.0;0.0;85.71;35.709999999999994;0.0;0.0;41.67;100.0;;2.0;3.0;2.0;3.0;3.0;3.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;3.0;1.0;1.0;1.0;1.0;3.0;3.0;1.0;1.0;2.0;3.0;;33.0;20.0;30.0;30.0;57.98941798941799;;5185682090.0;574
611;7319;Universidad De La Serena;Otros;2021;29.5;4.0;1.0;52.009456264775416;11.347517730496454;23.00527546407801;45.102398066979;781.5735361032779;0.005137945903163914;0.13311885145909402;5.839;1.9230769230769231;6.455399061032864;42.669926926965275;2.34;0.0;28.525641025641026;3.85;19.35;25.0;17.95;1.28;0.0;0.0;92.68;15.760000000000005;17.95;0.0;19.35;25.0;0.0;1.0;3.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;2.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;2.0;1.0;1.0;1.0;1.0;1.0;13.0;0.0;9.0;10.0;65.68015019627923;;5176570667.0;849
2021;7446;Servicio Salud Talcahuano Hospital Penco-Lirquen;Ministerio de Salud;2022;44.7;4.0;0.0;36.3102998696219;1.8904823989569755;8.793271343574888;45.878375183505;306.066908615456;0.003494761802767114;0.03651106987019557;1.858;2.764705882352941;5.941770647653001;30.236807047654324;1.85;0.0;24.41176470588235;17.65;15.25;25.0;2.35;4.71;0.0;0.0;94.81;3.510000000000005;2.35;0.0;15.25;25.0;0.0;2.0;3.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;3.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;2.0;1.0;;1.0;1.0;1.0;20.0;0.0;10.0;13.0;69.97177022869288;;5173083230.0;2909
120;115311;I Municipalidad De Mulchen;Municipios;2021;45.7;4.0;-2.0;45.970567624386824;20.882971268395234;11.99937414726931;69.645073501512;161.36912636198298;0.014403971937700696;0.011461941615334568;2.013;2.0;12.699386503067485;16.87806422608164;1.82;0.0;22.96195652173913;11.96;36.14;45.45;1.63;8.7;0.0;0.54;82.08;7.659999999999997;2.17;0.0;36.14;45.45;0.0;2.0;3.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;2.0;1.0;1.0;1.0;1.0;3.0;2.0;1.0;1.0;2.0;2.0;1.0;13.0;0.0;9.0;10.0;60.89435057176993;;5159965161.0;2032
1794;115303;I Municipalidad De Vicuna;Municipios;2022;43.8;3.0;0.0;32.967032967032964;43.32113449222324;19.115651901672333;96.84200472022701;251.767238785099;0.018822886264589438;0.019631739590764065;1.961;2.0506912442396312;14.077669902912621;25.87094036407199;2.04;0.0;24.53917050691244;9.68;21.24;42.86;1.38;0.92;0.0;0.0;94.31;8.469999999999999;1.38;0.0;21.24;42.86;0.0;2.0;3.0;2.0;3.0;2.0;1.0;1.0;1.0;1.0;1.0;3.0;3.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;3.0;2.0;1.0;;1.0;2.0;1.0;27.0;0.0;10.0;17.0;62.92384305515907;;5159940324.0;2573
313;133311;Ilustre Municipalidad De Curepto;Municipios;2021;25.7;4.0;-3.0;43.68231046931408;35.37906137184115;9.588556843058718;74.398461164161;512.695402480769;0.014900914043053723;0.060746131257351614;2.448;2.810810810810811;9.601873536299767;39.5964034309138;2.51;0.0;26.013513513513512;9.46;56.52;71.43;4.05;5.41;0.0;0.0;100.0;0.0;4.05;0.0;56.52;71.43;;1.0;3.0;2.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;2.0;1.0;1.0;2.0;1.0;2.0;3.0;1.0;1.0;1.0;1.0;3.0;2.0;1.0;1.0;2.0;3.0;;13.0;20.0;20.0;17.0;53.83068783068783;Municipios;5153119754.0;2016
226;86664;I.Municipalidad De Cerro Navia;Municipios;2021;45.2;2.0;-2.0;57.142857142857146;21.63265306122449;6.466225430571214;117.1805467457;1203.900148710703;0.08073181701218353;0.2159120741499362;6.734;1.2191780821917808;15.071283095723015;53.993779049514245;1.82;0.0;23.116438356164384;0.68;47.37;37.5;1.37;0.68;0.0;0.0;55.17;-3.9200000000000017;1.37;0.0;47.37;37.5;0.0;2.0;3.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;2.0;1.0;1.0;1.0;1.0;2.0;2.0;1.0;1.0;1.0;1.0;2.0;2.0;1.0;1.0;2.0;2.0;1.0;13.0;0.0;0.0;6.0;57.41935483870968;;5150601308.0;489
47;124195;Ilustre Municipalidad De Colbun;Municipios;2021;32.3;5.0;-4.0;30.10496183206107;50.92989985693849;42.009035565238776;169.00646045566998;368.230564206866;0.07253165473379268;0.039340544226595546;1.942;2.4177215189873418;18.411712511091395;32.742811067708146;1.98;0.0;22.626582278481013;12.03;46.15;62.5;5.7;1.9;0.63;0.0;78.26;-13.489999999999995;6.33;0.0;46.15;62.5;;1.0;3.0;2.0;3.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;2.0;1.0;1.0;1.0;1.0;3.0;2.0;1.0;1.0;2.0;2.0;;20.0;0.0;10.0;13.0;47.12169312169312;;5137283780.0;2690
1387;113735;I Municipalidad De Lago Ranco;Municipios;2022;26.0;4.0;1.0;16.899441340782122;4.702048417132216;7.9694677060871495;680.534208237896;239.013081437492;0.16787286432111173;0.04284190673220705;1.825;2.826771653543307;38.61788617886179;24.592187953826357;1.8;0.0;24.80314960629921;23.62;35.29;37.5;0.79;2.36;0.0;0.79;97.03;9.150000000000006;1.57;0.0;35.29;37.5;;1.0;3.0;2.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;3.0;2.0;1.0;1.0;1.0;2.0;1.0;2.0;2.0;1.0;1.0;1.0;1.0;3.0;2.0;1.0;;2.0;2.0;;27.0;0.0;11.0;17.0;58.61356932153392;;5131436551.0;3743
147;7135;I Municipalidad San Joaquin;Municipios;2021;26.0;3.0;-1.0;50.34965034965035;20.27972027972028;6.9094903418511295;52.975994419216;693.784050917834;0.0080628255180371;0.06052955206708444;2.893;2.6027397260273974;7.683352735739231;46.34786274114773;3.11;0.0;18.835616438356166;1.37;45.71;25.0;0.0;1.37;0.0;1.37;60.42;12.030000000000001;1.37;0.0;45.71;25.0;0.0;1.0;3.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;2.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;2.0;2.0;1.0;1.0;2.0;1.0;1.0;13.0;0.0;0.0;6.0;66.34920634920634;;5127012384.0;869
1273;7158;I Municipalidad De San Nicolas;Municipios;2022;50.5;3.0;0.0;23.59918200408998;53.210633946830264;18.158538219965198;104.583453272743;213.648690149743;0.011087105270596953;0.02095809365218527;1.804;1.8138297872340425;12.699680511182107;22.540194539918147;1.87;0.0;26.861702127659573;7.98;52.63;53.85;16.49;3.19;0.0;0.0;76.71;-11.75;16.49;0.0;52.63;53.85;0.0;2.0;3.0;2.0;3.0;2.0;1.0;1.0;1.0;1.0;1.0;3.0;3.0;1.0;1.0;1.0;1.0;2.0;1.0;2.0;2.0;1.0;1.0;1.0;1.0;3.0;2.0;1.0;;2.0;2.0;1.0;27.0;0.0;10.0;17.0;54.35023947727344;;5112599787.0;3117
1453;142575;I Municipalidad De Penco;Municipios;2022;38.9;5.0;0.0;35.23146251536256;20.524375256042607;14.75780449620869;64.338448717489;144.065161973605;0.007324950731534045;0.007272258858098284;2.23;2.251497005988024;10.421455938697317;15.315549030001396;1.75;0.0;23.802395209580837;20.96;39.56;50.0;2.4;5.39;0.0;0.0;88.46;-6.13000000000001;2.4;0.0;39.56;50.0;0.0;2.0;3.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;3.0;1.0;1.0;1.0;1.0;2.0;1.0;2.0;2.0;1.0;1.0;1.0;1.0;3.0;2.0;1.0;;2.0;2.0;1.0;20.0;0.0;10.0;13.0;64.75719224791449;;5101614444.0;3365
1345;7304;I Municipalidad De Los Muermos;Municipios;2022;51.7;2.0;0.0;45.21912350597609;21.314741035856574;10.433354946169699;106.38048078386501;917.9258405618499;0.07661730475911045;0.07200870853807918;8.197;1.5333333333333334;13.214990138067062;55.470702342257816;2.0;0.0;20.833333333333332;;51.28;75.0;1.67;0.0;0.0;0.0;78.0;25.22;1.67;0.0;51.28;75.0;0.0;2.0;3.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;3.0;1.0;2.0;1.0;1.0;2.0;;2.0;3.0;1.0;1.0;1.0;1.0;3.0;2.0;1.0;;2.0;3.0;1.0;20.0;25.0;20.0;21.0;60.15404785316289;;5093346493.0;1643
376;88075;Ilustre Municipalidad De Quinta Normal;Municipios;2021;47.7;3.0;-1.0;40.8296943231441;44.65065502183406;14.577901743972479;81.021402605135;1147.6059735094782;0.015839961846631608;0.08124412052419153;4.889;1.8522727272727273;11.123227917121048;61.69438446825677;2.3;0.0;42.32954545454545;1.14;17.65;0.0;9.09;5.68;63.64;3.41;76.0;-20.150000000000006;64.77;0.0;17.65;0.0;0.0;2.0;3.0;2.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;2.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;2.0;2.0;1.0;1.0;1.0;1.0;13.0;0.0;18.0;13.0;50.336234852363894;;5078783916.0;910
1300;118860;I Municipalidad De Santa Barbara;Municipios;2022;29.5;4.0;0.0;41.551246537396125;9.681881051175658;41.023270472027;68.910287130575;1526.6476097909622;0.009365638217244359;0.11347286487170005;2.77;1.983402489626556;10.702976567447752;56.34272342886783;2.03;0.0;30.29045643153527;29.46;34.18;100.0;21.58;5.81;0.0;0.0;98.84;-1.1599999999999966;21.58;0.0;34.18;100.0;0.0;1.0;3.0;2.0;2.0;1.0;2.0;1.0;1.0;1.0;1.0;3.0;3.0;1.0;2.0;1.0;1.0;2.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;3.0;2.0;1.0;;2.0;3.0;1.0;20.0;20.0;20.0;20.0;51.91106036096045;;5069578507.0;2783
1573;7371;Direccion Nacional Del Servicio Civil;Ministerio de Hacienda;2022;10.0;4.0;2.0;29.175475687103596;5.9196617336152215;9.615425416721477;236.670214138559;400.0747643635951;0.07669031313836126;0.12778067025865156;5.128;3.6;21.56448202959831;32.66588280278599;4.0;0.0;12.5;;;0.0;0.0;0.0;0.0;0.0;50.0;-16.67;0.0;;0.0;0.0;0.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;2.0;1.0;1.0;2.0;1.0;1.0;;;1.0;1.0;1.0;1.0;1.0;2.0;2.0;1.0;;1.0;1.0;1.0;20.0;0.0;0.0;11.0;74.08343868520859;;5058925886.0;475
864;113735;I Municipalidad De Lago Ranco;Municipios;2021;31.9;3.0;-2.0;26.392459297343617;8.904109589041095;4.615456984111388;232.318526895232;449.461911456819;0.04998201049747119;0.08020507175521423;3.401;2.2127659574468086;25.061425061425062;36.197678951762285;1.58;0.0;23.93617021276596;21.28;30.19;69.23;2.13;4.26;0.0;2.13;87.88;-4.1200000000000045;4.26;0.0;30.19;69.23;;1.0;3.0;2.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;3.0;2.0;1.0;1.0;1.0;3.0;;20.0;20.0;20.0;20.0;50.96296296296296;;5058255900.0;2836
242;116221;Ilustre Municipalidad De Chillan Viejo;Municipios;2021;35.6;3.0;0.0;45.58498896247241;13.78169790518192;4.739758816443445;81.804582817725;507.897554537586;0.01939102926913798;0.1347831538367999;1.873;2.2528735632183907;13.076098606645232;32.958303767672774;2.42;0.0;23.850574712643677;5.75;14.58;0.0;3.45;1.15;0.0;0.0;87.93;-10.069999999999993;3.45;0.0;14.58;0.0;0.0;2.0;3.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;2.0;1.0;1.0;1.0;1.0;1.0;13.0;0.0;9.0;10.0;65.70063150708312;;5048280501.0;2159
28;117589;I Municipalidad De Rauco;Municipios;2021;39.5;4.0;0.0;53.733333333333334;7.466666666666668;20.401399451124657;51.243025537492;279.91921027980396;0.008234645012415194;0.06770372386586501;2.208;2.383720930232558;7.40276035131744;25.419510938867766;1.86;0.0;26.453488372093023;17.44;37.5;40.0;12.79;4.65;0.0;0.0;83.78;-16.22;12.79;0.0;37.5;40.0;;2.0;3.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;2.0;1.0;2.0;2.0;1.0;1.0;1.0;1.0;3.0;2.0;1.0;1.0;2.0;2.0;;13.0;0.0;10.0;10.0;61.273368606701936;Municipios;5029488672.0;1596
663;7351;I Municipalidad De Cauquenes;Municipios;2021;33.7;3.0;0.0;31.050022532672376;10.905813429472735;17.505050332307505;60.871714277294004;259.550354792158;0.006691204160979391;0.03685857825105041;7.843;1.6123595505617978;8.877872915727805;25.36759587348516;2.45;0.0;22.471910112359552;;34.69;30.77;3.37;4.49;0.0;0.0;61.29;-21.830000000000005;3.37;0.0;34.69;30.77;;2.0;3.0;2.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;;2.0;1.0;1.0;1.0;1.0;1.0;2.0;2.0;1.0;1.0;2.0;1.0;;20.0;0.0;0.0;10.0;63.032293377120965;;5025241440.0;2301
1140;7132;Hospital Villarrica;Ministerio de Salud;2022;21.8;6.0;1.0;27.840112201963535;4.3478260869565215;13.956454784215863;94.548483796669;292.48798587575;0.016442799644051802;0.037246165723830424;3.448;3.0;12.331536388140162;27.694959237649712;1.89;0.0;14.942528735632184;33.33;17.5;50.0;0.0;2.3;0.0;0.0;46.97;3.219999999999999;0.0;0.0;17.5;50.0;0.0;1.0;3.0;2.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;2.0;2.0;1.0;;1.0;2.0;1.0;27.0;0.0;0.0;13.0;74.12376692993308;;5003542147.0;1713
2095;115167;I Municipalidad De Tocopilla;Municipios;2022;37.4;3.0;0.0;28.064300066979236;7.166778298727394;13.254483956523899;230.03082476279502;384.283588428382;0.05526745746341472;0.041895579582665765;4.31;1.8691588785046729;24.514400535833893;31.27522658707581;2.63;0.0;25.46728971962617;;66.67;61.11;1.87;2.8;0.0;0.0;100.0;0.0;1.87;0.0;66.67;61.11;0.0;2.0;3.0;2.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;3.0;1.0;1.0;1.0;1.0;2.0;;2.0;2.0;1.0;1.0;1.0;1.0;3.0;2.0;1.0;;3.0;2.0;1.0;27.0;0.0;20.0;21.0;54.31661750245821;;4998537491.0;1497
